code,description,chapter,chapter_desc,section,section_desc,inclusion_terms,includes,excludes1,excludes2,use_additional_code,code_first,notes,seven_char_note,seven_char_def_extensions,seven_char_def_notes,parent_codes
D09,Carcinoma in situ of other and unspecified sites,2,Neoplasms (C00-D49),,In situ neoplasms (D00-D09),[],[],['melanoma in situ (D03.-)'],[],[],[],[],[],{},[],[]
D10,Benign neoplasm of mouth and pharynx,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D11,Benign neoplasm of major salivary glands,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],"['benign neoplasms of specified minor salivary glands which are classified according to their anatomical location', 'benign neoplasms of minor salivary glands NOS (D10.39)']",[],[],[],[],[],{},[],[]
D12,"Benign neoplasm of colon, rectum, anus and anal canal",2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],"['benign carcinoid tumors of the large intestine and rectum (D3A.02-)', 'polyp of colon NOS (K63.5)']",[],[],[],[],{},[],[]
D13,Benign neoplasm of other and ill-defined parts of digestive system,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],['benign stromal tumors of digestive system (D21.4)'],[],[],[],[],[],{},[],[]
D14,Benign neoplasm of middle ear and respiratory system,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D15,Benign neoplasm of other and unspecified intrathoracic organs,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],['benign neoplasm of mesothelial tissue (D19.-)'],[],[],[],[],[],{},[],[]
D16,Benign neoplasm of bone and articular cartilage,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],"['benign neoplasm of connective tissue of ear (D21.0)', 'benign neoplasm of connective tissue of eyelid (D21.0)', 'benign neoplasm of connective tissue of larynx (D14.1)', 'benign neoplasm of connective tissue of nose (D14.0)', 'benign neoplasm of synovia (D21.-)']",[],[],[],[],[],{},[],[]
D17,Benign lipomatous neoplasm,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D18,"Hemangioma and lymphangioma, any site",2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],"['benign neoplasm of glomus jugulare (D35.6)', 'blue or pigmented nevus (D22.-)', 'nevus NOS (D22.-)', 'vascular nevus (Q82.5)']",[],[],[],[],[],{},[],[]
D19,Benign neoplasm of mesothelial tissue,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],"['benign lipomatous neoplasm of peritoneum and retroperitoneum (D17.79)', 'benign neoplasm of mesothelial tissue (D19.-)']",[],[],[],[],[],{},[],[]
D21,Other benign neoplasms of connective and other soft tissue,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],"['benign neoplasm of blood vessel', 'benign neoplasm of bursa', 'benign neoplasm of cartilage', 'benign neoplasm of fascia', 'benign neoplasm of fat', 'benign neoplasm of ligament, except uterine', 'benign neoplasm of lymphatic channel', 'benign neoplasm of muscle', 'benign neoplasm of synovia', 'benign neoplasm of tendon (sheath)', 'benign stromal tumors']","['benign neoplasm of articular cartilage (D16.-)', 'benign neoplasm of cartilage of larynx (D14.1)', 'benign neoplasm of cartilage of nose (D14.0)', 'benign neoplasm of connective tissue of breast (D24.-)', 'benign neoplasm of peripheral nerves and autonomic nervous system (D36.1-)', 'benign neoplasm of peritoneum (D20.1)', 'benign neoplasm of retroperitoneum (D20.0)', 'benign neoplasm of uterine ligament, any (D28.2)', 'benign neoplasm of vascular tissue (D18.-)', 'hemangioma (D18.0-)', 'lipomatous neoplasm (D17.-)', 'lymphangioma (D18.1)', 'uterine leiomyoma (D25.-)']",[],[],[],[],[],{},[],[]
D22,Melanocytic nevi,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],"['atypical nevus', 'blue hairy pigmented nevus', 'nevus NOS']",[],[],[],[],[],[],{},[],[]
D23,Other benign neoplasms of skin,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],"['benign neoplasm of hair follicles', 'benign neoplasm of sebaceous glands', 'benign neoplasm of sweat glands']",['benign lipomatous neoplasms of skin (D17.0-D17.3)'],['melanocytic nevi (D22.-)'],[],[],[],[],{},[],[]
D24,Benign neoplasm of breast,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],"['benign neoplasm of connective tissue of breast', 'benign neoplasm of soft parts of breast', 'fibroadenoma of breast']",[],"['adenofibrosis of breast (N60.2)', 'benign cyst of breast (N60.-)', 'benign mammary dysplasia (N60.-)', 'benign neoplasm of skin of breast (D22.5, D23.5)', 'fibrocystic disease of breast (N60.-)']",[],[],[],[],{},[],[]
D25,Leiomyoma of uterus,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],"['uterine fibroid', 'uterine fibromyoma', 'uterine myoma']",[],[],[],[],[],[],{},[],[]
D26,Other benign neoplasms of uterus,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D27,Benign neoplasm of ovary,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],"['corpus albicans cyst (N83.2-)', 'corpus luteum cyst (N83.1-)', 'endometrial cyst (N80.1-)', 'follicular (atretic) cyst (N83.0-)', 'graafian follicle cyst (N83.0-)', 'ovarian cyst NEC (N83.2-)', 'ovarian retention cyst (N83.2-)']",['code to identify any functional activity.'],[],[],[],{},[],[]
D28,Benign neoplasm of other and unspecified female genital organs,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],"['adenomatous polyp', 'benign neoplasm of skin of female genital organs', 'benign teratoma']","['epoophoron cyst (Q50.5)', 'fimbrial cyst (Q50.4)', ""Gartner's duct cyst (Q52.4)"", 'parovarian cyst (Q50.5)']",[],[],[],[],[],{},[],[]
D29,Benign neoplasm of male genital organs,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],['benign neoplasm of skin of male genital organs'],[],[],[],[],[],[],{},[],[]
D30,Benign neoplasm of urinary organs,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D31,Benign neoplasm of eye and adnexa,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],"['benign neoplasm of connective tissue of eyelid (D21.0)', 'benign neoplasm of optic nerve (D33.3)', 'benign neoplasm of skin of eyelid (D22.1-, D23.1-)']",[],[],[],[],[],{},[],[]
D32,Benign neoplasm of meninges,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D33,Benign neoplasm of brain and other parts of central nervous system,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],"['angioma (D18.0-)', 'benign neoplasm of meninges (D32.-)', 'benign neoplasm of peripheral nerves and autonomic nervous system (D36.1-)', 'hemangioma (D18.0-)', 'neurofibromatosis (Q85.0-)', 'retro-ocular benign neoplasm (D31.6-)']",[],[],[],[],[],{},[],[]
D34,Benign neoplasm of thyroid gland,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],['code to identify any functional activity'],[],[],[],{},[],[]
D35,Benign neoplasm of other and unspecified endocrine glands,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],"['benign neoplasm of endocrine pancreas (D13.7)', 'benign neoplasm of ovary (D27.-)', 'benign neoplasm of testis (D29.2.-)', 'benign neoplasm of thymus (D15.0)']",[],['code to identify any functional activity'],[],[],[],{},[],[]
D36,Benign neoplasm of other and unspecified sites,2,Neoplasms (C00-D49),,"Benign neoplasms, except benign neuroendocrine tumors (D10-D36)",[],[],[],[],[],[],[],[],{},[],[]
D3A,Benign neuroendocrine tumors,2,Neoplasms (C00-D49),,Benign neuroendocrine tumors (D3A),[],[],[],['benign pancreatic islet cell tumors (D13.7)'],"['code to identify any associated endocrine syndrome, such as:', 'carcinoid syndrome (E34.0)']",[],[],[],{},[],[]
D37,Neoplasm of uncertain behavior of oral cavity and digestive organs,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],['stromal tumors of uncertain behavior of digestive system (D48.1-)'],[],[],[],[],[],{},[],[]
D38,Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],['neoplasm of uncertain behavior of heart (D48.7)'],[],[],[],[],[],{},[],[]
D39,Neoplasm of uncertain behavior of female genital organs,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],[],[],[],[],[],[],{},[],[]
D40,Neoplasm of uncertain behavior of male genital organs,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],[],[],[],[],[],[],{},[],[]
D41,Neoplasm of uncertain behavior of urinary organs,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],[],[],[],[],[],[],{},[],[]
D42,Neoplasm of uncertain behavior of meninges,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],[],[],[],[],[],[],{},[],[]
D43,Neoplasm of uncertain behavior of brain and central nervous system,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],['neoplasm of uncertain behavior of peripheral nerves and autonomic nervous system (D48.2)'],[],[],[],[],[],{},[],[]
D44,Neoplasm of uncertain behavior of endocrine glands,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],"['multiple endocrine adenomatosis (E31.2-)', 'multiple endocrine neoplasia (E31.2-)', 'neoplasm of uncertain behavior of endocrine pancreas (D37.8)', 'neoplasm of uncertain behavior of ovary (D39.1-)', 'neoplasm of uncertain behavior of testis (D40.1-)', 'neoplasm of uncertain behavior of thymus (D38.4)']",[],[],[],[],[],{},[],[]
D45,Polycythemia vera,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],"['familial polycythemia (D75.0)', 'secondary polycythemia (D75.1)']",[],[],[],[],[],{},[],[]
D46,Myelodysplastic syndromes,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],[],['drug-induced aplastic anemia (D61.1)'],"['code for adverse effect, if applicable, to identify drug (T36-T50 with fifth or sixth character 5)']",[],[],[],{},[],[]
D47,"Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue",2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],[],[],[],[],[],[],{},[],[]
D48,Neoplasm of uncertain behavior of other and unspecified sites,2,Neoplasms (C00-D49),,"Neoplasms of uncertain behavior, polycythemia vera and myelodysplastic syndromes (D37-D48)",[],[],['neurofibromatosis (nonmalignant) (Q85.0-)'],[],[],[],[],[],{},[],[]
D49,Neoplasms of unspecified behavior,2,Neoplasms (C00-D49),,Neoplasms of unspecified behavior (D49),[],"[""'growth' NOS"", 'neoplasm NOS', 'new growth NOS', 'tumor NOS']","['neoplasms of uncertain behavior (D37-D44, D48)']",[],[],[],"[""Category D49 classifies by site neoplasms of unspecified morphology and behavior.  The term 'mass', unless otherwise stated, is not to be regarded as a neoplastic growth.""]",[],{},[],[]
D50,Iron deficiency anemia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Nutritional anemias (D50-D53),[],"['asiderotic anemia', 'hypochromic anemia']",[],[],[],[],[],[],{},[],[]
D51,Vitamin B12 deficiency anemia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Nutritional anemias (D50-D53),[],[],['vitamin B12 deficiency (E53.8)'],[],[],[],[],[],{},[],[]
D52,Folate deficiency anemia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Nutritional anemias (D50-D53),[],[],['folate deficiency without anemia (E53.8)'],[],[],[],[],[],{},[],[]
D53,Other nutritional anemias,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Nutritional anemias (D50-D53),[],['megaloblastic anemia unresponsive to vitamin B12 or folate therapy'],[],[],[],[],[],[],{},[],[]
D55,Anemia due to enzyme disorders,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Hemolytic anemias (D55-D59),[],[],['drug-induced enzyme deficiency anemia (D59.2)'],[],[],[],[],[],{},[],[]
D56,Thalassemia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Hemolytic anemias (D55-D59),[],[],['sickle-cell thalassemia (D57.4-)'],[],[],[],[],[],{},[],[]
D57,Sickle-cell disorders,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Hemolytic anemias (D55-D59),[],[],['other hemoglobinopathies (D58.-)'],[],['code for any associated fever (R50.81)'],[],[],[],{},[],[]
D58,Other hereditary hemolytic anemias,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Hemolytic anemias (D55-D59),[],[],['hemolytic anemia of the newborn (P55.-)'],[],[],[],[],[],{},[],[]
D59,Acquired hemolytic anemia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Hemolytic anemias (D55-D59),[],[],[],[],[],[],[],[],{},[],[]
D60,Acquired pure red cell aplasia [erythroblastopenia],3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Aplastic and other anemias and other bone marrow failure syndromes (D60-D64),[],['red cell aplasia (acquired) (adult) (with thymoma)'],['congenital red cell aplasia (D61.01)'],[],[],[],[],[],{},[],[]
D61,Other aplastic anemias and other bone marrow failure syndromes,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Aplastic and other anemias and other bone marrow failure syndromes (D60-D64),[],[],[],['neutropenia (D70.-)'],[],[],[],[],{},[],[]
D62,Acute posthemorrhagic anemia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Aplastic and other anemias and other bone marrow failure syndromes (D60-D64),[],[],"['anemia due to chronic blood loss (D50.0)', 'blood loss anemia NOS (D50.0)', 'congenital anemia from fetal blood loss (P61.3)']",[],[],[],[],[],{},[],[]
D63,Anemia in chronic diseases classified elsewhere,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Aplastic and other anemias and other bone marrow failure syndromes (D60-D64),[],[],[],[],[],[],[],[],{},[],[]
D64,Other anemias,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Aplastic and other anemias and other bone marrow failure syndromes (D60-D64),[],[],"['refractory anemia (D46.-)', 'refractory anemia with excess blasts in transformation [RAEB T] (C92.0-)']",[],[],[],[],[],{},[],[]
D65,Disseminated intravascular coagulation [defibrination syndrome],3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)","['Afibrinogenemia, acquired', 'Consumption coagulopathy', 'COVID-19 associated diffuse or disseminated intravascular coagulopathy', 'Diffuse or disseminated intravascular coagulation [DIC]', 'Fibrinolytic hemorrhage, acquired', 'Fibrinolytic purpura', 'Purpura fulminans']",[],"['disseminated intravascular coagulation (complicating):', 'abortion or ectopic or molar pregnancy (O00-O07, O08.1)', 'in newborn (P60)', 'pregnancy, childbirth and the puerperium (O45.0, O46.0, O67.0, O72.3)']",[],[],[],[],[],{},[],[]
D66,Hereditary factor VIII deficiency,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)","['Classical hemophilia', 'Deficiency factor VIII (with functional defect)', 'Hemophilia NOS', 'Hemophilia A']",[],['factor VIII deficiency with vascular defect (D68.0-)'],[],[],[],[],[],{},[],[]
D67,Hereditary factor IX deficiency,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)","['Christmas disease', 'Factor IX deficiency (with functional defect)', 'Hemophilia B', 'Plasma thromboplastin component [PTC] deficiency']",[],[],[],[],[],[],[],{},[],[]
D68,Other coagulation defects,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)",[],[],['abnormal coagulation profile NOS (R79.1)'],"['coagulation defects complicating abortion or ectopic or molar pregnancy (O00-O07, O08.1)', 'coagulation defects complicating pregnancy, childbirth and the puerperium (O45.0, O46.0, O67.0, O72.3)']",[],[],[],[],{},[],[]
D69,Purpura and other hemorrhagic conditions,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,"Coagulation defects, purpura and other hemorrhagic conditions (D65-D69)",[],[],"['benign hypergammaglobulinemic purpura (D89.0)', 'cryoglobulinemic purpura (D89.1)', 'essential (hemorrhagic) thrombocythemia (D47.3)', 'hemorrhagic thrombocythemia (D47.3)', 'purpura fulminans (D65)', 'thrombotic thrombocytopenic purpura (M31.19)', 'Waldenström hypergammaglobulinemic purpura (D89.0)']",[],[],[],[],[],{},[],[]
D70,Neutropenia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),[],"['agranulocytosis', 'decreased absolute neurophile count (ANC)']","['neutropenic splenomegaly (D73.81)', 'transient neonatal neutropenia (P61.5)']",[],"['code for any associated:', 'fever (R50.81)']",[],[],[],{},[],[]
D71,Functional disorders of polymorphonuclear neutrophils,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),"['Cell membrane receptor complex [CR3] defect', 'Chronic (childhood) granulomatous disease', 'Congenital dysphagocytosis', 'Progressive septic granulomatosis']",[],[],[],[],[],[],[],{},[],[]
D72,Other disorders of white blood cells,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),[],[],"['basophilia (D72.824)', 'immunity disorders (D80-D89)', 'neutropenia (D70)', 'preleukemia (syndrome) (D46.9)']",[],[],[],[],[],{},[],[]
D73,Diseases of spleen,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),[],[],[],[],[],[],[],[],{},[],[]
D74,Methemoglobinemia,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),[],[],[],[],[],[],[],[],{},[],[]
D75,Other and unspecified diseases of blood and blood-forming organs,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),[],[],[],"['acute lymphadenitis (L04.-)', 'chronic lymphadenitis (I88.1)', 'enlarged lymph nodes (R59.-)', 'hypergammaglobulinemia NOS (D89.2)', 'lymphadenitis NOS (I88.9)', 'mesenteric lymphadenitis (acute) (chronic) (I88.0)']",[],[],[],[],{},[],[]
D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),[],[],"['(Abt-) Letterer-Siwe disease (C96.0)', 'eosinophilic granuloma (C96.6)', 'Hand-Schüller-Christian disease (C96.5)', 'histiocytic medullary reticulosis (C96.9)', 'histiocytic sarcoma (C96.A)', 'histiocytosis X, multifocal (C96.5)', 'histiocytosis X, unifocal (C96.6)', 'Langerhans-cell histiocytosis, multifocal (C96.5)', 'Langerhans-cell histiocytosis NOS (C96.6)', 'Langerhans-cell histiocytosis, unifocal (C96.6)', 'leukemic reticuloendotheliosis (C91.4-)', 'lipomelanotic reticulosis (I89.8)', 'malignant histiocytosis (C96.A)', 'malignant reticulosis (C86.0)', 'nonlipid reticuloendotheliosis (C96.0)']",[],[],[],[],[],{},[],[]
D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Other disorders of blood and blood-forming organs (D70-D77),[],[],"['rupture of spleen due to Plasmodium vivax malaria (B51.0)', 'splenitis, splenomegaly in late syphilis (A52.79)', 'splenitis, splenomegaly in tuberculosis (A18.85)']",[],[],"['underlying disease, such as:', 'amyloidosis (E85.-)', 'congenital early syphilis (A50.0-)', 'echinococcosis (B67.0-B67.9)', 'malaria (B50.0-B54)', 'schistosomiasis [bilharziasis] (B65.0-B65.9)', 'vitamin C deficiency (E54)']",[],[],{},[],[]
D78,Intraoperative and postprocedural complications of the spleen,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Intraoperative and postprocedural complications of the spleen (D78),[],[],[],[],[],[],[],[],{},[],[]
D80,Immunodeficiency with predominantly antibody defects,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Certain disorders involving the immune mechanism (D80-D89),[],[],[],[],[],[],[],[],{},[],[]
D81,Combined immunodeficiencies,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Certain disorders involving the immune mechanism (D80-D89),[],[],['autosomal recessive agammaglobulinemia (Swiss type) (D80.0)'],[],[],[],[],[],{},[],[]
D82,Immunodeficiency associated with other major defects,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Certain disorders involving the immune mechanism (D80-D89),[],[],['ataxia telangiectasia [Louis-Bar] (G11.3)'],[],[],[],[],[],{},[],[]
D83,Common variable immunodeficiency,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Certain disorders involving the immune mechanism (D80-D89),[],[],[],[],[],[],[],[],{},[],[]
D84,Other immunodeficiencies,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Certain disorders involving the immune mechanism (D80-D89),[],[],[],[],[],[],[],[],{},[],[]
D86,Sarcoidosis,3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Certain disorders involving the immune mechanism (D80-D89),[],[],[],[],[],[],[],[],{},[],[]
D89,"Other disorders involving the immune mechanism, not elsewhere classified",3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89),,Certain disorders involving the immune mechanism (D80-D89),[],[],"['hyperglobulinemia NOS (R77.1)', 'monoclonal gammopathy (of undetermined significance) (D47.2)']",['transplant failure and rejection (T86.-)'],[],[],[],[],{},[],[]
E00,Congenital iodine-deficiency syndrome,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],['subclinical iodine-deficiency hypothyroidism (E02)'],[],['code (F70-F79) to identify associated intellectual disabilities.'],[],[],[],{},[],[]
E01,Iodine-deficiency related thyroid disorders and allied conditions,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],"['congenital iodine-deficiency syndrome (E00.-)', 'subclinical iodine-deficiency hypothyroidism (E02)']",[],[],[],[],[],{},[],[]
E02,Subclinical iodine-deficiency hypothyroidism,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],[],[],[],[],[],[],{},[],[]
E03,Other hypothyroidism,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],"['iodine-deficiency related hypothyroidism (E00-E02)', 'postprocedural hypothyroidism (E89.0)']",[],[],[],[],[],{},[],[]
E04,Other nontoxic goiter,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],"['congenital goiter (NOS) (diffuse) (parenchymatous) (E03.0)', 'iodine-deficiency related goiter (E00-E02)']",[],[],[],[],[],{},[],[]
E05,Thyrotoxicosis [hyperthyroidism],4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],"['chronic thyroiditis with transient thyrotoxicosis (E06.2)', 'neonatal thyrotoxicosis (P72.1)']",[],[],[],[],[],{},[],[]
E06,Thyroiditis,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],['postpartum thyroiditis (O90.5)'],[],[],[],[],[],{},[],[]
E07,Other disorders of thyroid,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Disorders of thyroid gland (E00-E07),[],[],[],[],[],[],[],[],{},[],[]
E08,Diabetes mellitus due to underlying condition,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Diabetes mellitus (E08-E13),[],[],"['drug or chemical induced diabetes mellitus (E09.-)', 'gestational diabetes (O24.4-)', 'neonatal diabetes mellitus (P70.2)', 'postpancreatectomy diabetes mellitus (E13.-)', 'postprocedural diabetes mellitus (E13.-)', 'secondary diabetes mellitus NEC (E13.-)', 'type 1 diabetes mellitus (E10.-)', 'type 2 diabetes mellitus (E11.-)']",[],"['code to identify control using:', 'insulin (Z79.4)', 'oral antidiabetic drugs (Z79.84)', 'oral hypoglycemic drugs (Z79.84)']","['the underlying condition, such as:', 'congenital rubella (P35.0)', ""Cushing's syndrome (E24.-)"", 'cystic fibrosis (E84.-)', 'malignant neoplasm (C00-C96)', 'malnutrition (E40-E46)', 'pancreatitis and other diseases of the pancreas (K85-K86.-)']",[],[],{},[],[]
E09,Drug or chemical induced diabetes mellitus,4,"Endocrine, nutritional and metabolic diseases (E00-E89)",,Diabetes mellitus (E08-E13),[],[],"['diabetes mellitus due to underlying condition (E08.-)', 'gestational diabetes (O24.4-)', 'neonatal diabetes mellitus (P70.2)', 'postpancreatectomy diabetes mellitus (E13.-)', 'postprocedural diabetes mellitus (E13.-)', 'secondary diabetes mellitus NEC (E13.-)', 'type 1 diabetes mellitus (E10.-)', 'type 2 diabetes mellitus (E11.-)']",[],"['code for adverse effect, if applicable, to identify drug (T36-T50 with fifth or sixth character 5)', 'code to identify control using:', 'insulin (Z79.4)', 'oral antidiabetic drugs (Z79.84)', 'oral hypoglycemic drugs (Z79.84)']","['poisoning due to drug or toxin, if applicable (T36-T65 with fifth or sixth character 1-4)']",[],[],{},[],[]
